"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"219",0.14,"S SANTA FE DR","S","4  Minor Arterial","1    Asphalt",40,2.5,4,10,22000,3,0.38,0.52,3189
"220",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.73,0.79,4405
"221",0.035,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,4,10,30000,3,1.7,1.735,470
"222",0.12,"S DAYTON ST","S","5  Major Collector","1    Asphalt",40,4,2,12,8500,3,0.24,0.36,3686
"223",0.11,"N UNIVERSITY BLVD","N","4  Minor Arterial","1    Asphalt",40,1,3,10,14000,2,0.24,0.35,1360
"224",0.12,"W DARTMOUTH AVE","W","4  Minor Arterial","1    Asphalt",44,1,2,10,21000,3,0.13,0.25,1822
"225",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.145,2.205,1790
"226",0.01,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",48,4,4,12,40000,3,0.2,0.21,349
"227",0.06,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6700,3,0.48,0.54,3144
"228",0.11,"N OGDEN ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,4000,3,0.22,0.33,894
"229",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,2,11,6200,3,0.69,0.75,4686
"230",0.03,"PARK AVE","NW","4  Minor Arterial","1    Asphalt",60,4,4,10,15000,3,0.56,0.59,1956
"231",0.09,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,23000,2,1.2,1.29,474
"232",0.1,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",26,2.5,2,12,19000,4,1.9,2,6312
"233",0.09,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,11000,2,0.39,0.48,6399
"234",0.07,"S SAINT PAUL ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3800,3,0.18,0.25,5048
"235",0.02,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,4,5,10,26000,1,0.6,0.62,455
"236",0.09,"S SHERIDAN BLVD","S","4  Minor Arterial","1    Asphalt",100,4,4,10,13000,0,0,0.09,6392
"237",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,4,10,26000,3,0.09,0.22,3306
"238",0.04,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",38,4,2,10,4000,3,0.08,0.12,3556
"239",0.04,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,0.61,0.65,3193
"240",0.07,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,8000,4,0.32,0.39,6217
"241",0.04,"TREMONT PL","NE","5  Major Collector","1    Asphalt",32,4,2,12,3700,3,0.39,0.43,5673
"242",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,26000,1,0.4,0.41,15
"243",0.1,"S PLATTE RIVER DR","S","5  Major Collector","1    Asphalt",44,4,3,10,9400,3,0.33,0.43,3366
"244",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4700,3,0.31,0.37,4158
"245",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4100,3,0.85,0.91,4486
"246",0.04,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",34,4,2,10,5100,3,0.23,0.27,1668
"247",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.38,3.44,1059
"248",0.09,"W 3RD AVE","W","5  Major Collector","1    Asphalt",32,2.5,2,10,4800,3,0.09,0.18,4477
"249",0.08,"S QUEBEC WAY","S","5  Major Collector","1    Asphalt",24,1,2,10,4700,3,0.365,0.445,5987
"250",0.1,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",24,2.5,2,12,11000,2,0.2,0.3,6221
"251",0.06,"S DTC BLVD","S","4  Minor Arterial","3    Concrete",36,4,4,12,32000,4,0.1,0.16,6563
"252",0.06,"N ELIOT ST","N","5  Major Collector","1    Asphalt",36,4,2,10,4500,3,0,0.06,5447
"253",0.07,"E 31ST AVE","E","4  Minor Arterial","1    Asphalt",44,2.5,2,12,6900,0,0.35,0.42,6175
"254",0.01,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,10,4600,0,1.13,1.14,2597
"255",0.02,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,10,12000,3,2.495,2.515,4096
"256",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,8700,1,0.35,0.41,2012
"257",0.09,"E 17TH AVENUE PKWY","E","5  Major Collector","1    Asphalt",152,4,4,10,19000,3,0.38,0.47,5148
"258",0.06,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,2,11,5600,3,0.74,0.8,4084
"259",0.06,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,7100,3,1.82,1.88,2110
"260",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,0.94,1,1172
"261",0.1,"N CORONA ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,1.075,1.175,797
"262",0.02,"W 48TH AVE","W","5  Major Collector","3    Concrete",40,4,2,10,8900,2,0.95,0.97,6535
"263",0.04,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,5700,0,1.73,1.77,1596
"264",0.12,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.2,2.32,4072
"265",0.03,"N HOLLY ST","N","5  Major Collector","1    Asphalt",38,4,2,10,7100,3,3.09,3.12,5057
"266",0.09,"WALNUT ST","NE","5  Major Collector","1    Asphalt",32,4,2,12,6400,3,0.63,0.72,4430
"267",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6900,3,0.73,0.79,2079
"268",0.03,"E 47TH AVE","E","5  Major Collector","1    Asphalt",34,4,2,10,4400,3,0.22,0.25,5388
"269",0.03,"W 52ND AVE","W","4  Minor Arterial","1    Asphalt",28,4,2,10,6000,3,0.42,0.45,6237
"270",0.25,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,4,2,10,2800,3,0.91,1.16,3372
"271",0.04,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,10,18000,0,1.8,1.84,2762
"272",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,26000,2,0.88,0.9,610
"273",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.08,2.14,3354
"274",0.01,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,3.39,3.4,1265
"275",0.14,"S ULSTER ST","S","4  Minor Arterial","1    Asphalt",100,4,4,11,11000,2,0.48,0.62,6177
"276",0.09,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,10,6100,3,1.62,1.71,3068
"277",0.05,"E MARTIN LUTHER KING BLVD","E","4  Minor Arterial","3    Concrete",68,2.5,6,12,22000,1,2.35,2.4,6456
"278",0.06,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,2.44,2.5,2265
"279",0.02,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,27000,0,1.2,1.22,2840
"280",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.495,0.585,2156
"281",0.07,"E 17TH AVE","E","5  Major Collector","1    Asphalt",54,4,3,10,16000,3,1.2,1.27,5390
"282",0.02,"N BROADWAY","N","3  Principal Arterial - Other","3    Concrete",72,4,5,10,28000,1,2.9,2.92,6444
"283",0.05,"E ANDREWS DR","SE","5  Major Collector","1    Asphalt",44,4,2,10,4900,3,1.95,2,5458
"284",0.06,"E 19TH AVE","E","5  Major Collector","1    Asphalt",48,4,3,10,4600,1,0.47,0.53,5729
"285",0.04,"E MONTVIEW BLVD","E","4  Minor Arterial","1    Asphalt",44,4,3,10,7900,3,1.54,1.58,1760
"286",0.06,"E 29TH AVE","E","5  Major Collector","1    Asphalt",40,4,2,11,3400,3,0.6,0.66,5704
"287",0.04,"N BROADWAY","N","3  Principal Arterial - Other","3    Concrete",72,4,5,10,28000,1,3.1,3.14,6437
"288",0.06,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.5,0.56,4664
"289",0.02,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,12,3600,3,0.88,0.9,5098
"290",0.09,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,2,10,6700,3,0.24,0.33,4839
"291",0.07,"E 24TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,830,3,0.65,0.72,5831
"292",0.03,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.61,0.64,4059
"293",0.07,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,2,10,6700,3,0.42,0.49,4075
"294",0.13,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,0.48,0.61,3506
"295",0.02,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8400,1,3.99,4.01,2964
"296",0.06,"W 50TH AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3700,3,0.53,0.59,5474
"297",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,1.34,1.4,3421
"298",0.072,"N FRANKLIN ST","N","5  Major Collector","1    Asphalt",34,4,2,15,2600,3,0.74,0.812,3586
"299",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,12,1200,3,0.12,0.18,4212
"300",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,4,12,32000,1,0.28,0.29,2043
"301",0.01,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",33,4,2,11,3000,0,0.42,0.43,3070
"302",0.06,"E 17TH AVENUE PKWY","E","5  Major Collector","1    Asphalt",152,4,4,10,19000,3,0.65,0.71,5353
"303",0.06,"E 1ST AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4400,3,0.56,0.62,5788
"304",0.1,"N SYRACUSE ST","N","4  Minor Arterial","1    Asphalt",71,4,2,12,1900,3,2.1,2.2,1463
"305",0.08,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,7100,3,1.45,1.53,1221
"306",0.01,"E MISSISSIPPI AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,15000,3,0.01,0.02,3292
"307",0.03,"E 1ST AVE","E","3  Principal Arterial - Other","1    Asphalt",62,4,6,10,41000,1,1.07,1.1,462
"308",0.05,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,1,12,7800,2,0.49,0.54,1957
"309",0.04,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,1.745,1.785,2283
"310",0.12,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,2,10,4000,3,1.46,1.58,4049
"311",0.06,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,11000,1,1.879,1.939,1498
"312",0.03,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",40,2.5,4,10,21000,3,0.11,0.14,2221
"313",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",32,4,2,10,8400,3,0.61,0.67,3937
"314",0.08,"E 47TH AVE","E","5  Major Collector","1    Asphalt",34,4,2,10,4400,3,0.4,0.48,5203
"315",0.1,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",24,2.5,2,12,11000,2,0,0.1,6274
"316",0.05,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,2,15,3200,3,1.95,2,4503
"317",0.07,"MORRISON RD","SW","4  Minor Arterial","1    Asphalt",48,4,3,10,13000,3,0.1,0.17,2033
"318",0.01,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,36000,1,0.99,1,731
"319",0.12,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,2.5,2,10,4100,3,2.965,3.085,4281
"320",0.06,"E MISSISSIPPI AVE","E","4  Minor Arterial","1    Asphalt",48,4,4,10,7800,4,0.06,0.12,2813
"321",0.07,"E 26TH AVE","E","5  Major Collector","1    Asphalt",36,2.5,2,10,5900,3,0.92,0.99,5300
"322",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.73,1.78,3805
"323",0.02,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,1.41,1.43,4589
"324",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,2.5,2,10,1500,2,1.74,1.8,4771
"325",0.06,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0.18,0.24,3914
"326",0.04,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.995,1.035,966
"327",0.14,"N MONACO STREET PKWY","N","4  Minor Arterial","1    Asphalt",56,4,4,10,10000,3,3.615,3.755,2492
"328",0.07,"15TH ST","NW","4  Minor Arterial","1    Asphalt",40,2.5,3,10,12000,1,1.1,1.17,1191
"329",0.03,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",26,2.5,2,12,11000,2,0.95,0.98,6193
"330",0.04,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,3.05,3.09,2017
"331",0.05,"E ANDREWS DR","E","5  Major Collector","1    Asphalt",94,4,2,10,4900,3,0.74,0.79,5591
"332",0.12,"W 46TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,6500,3,0.26,0.38,3774
"333",0.07,"S SYRACUSE ST","S","5  Major Collector","1    Asphalt",36,4,4,11,12000,3,0.23,0.3,5793
"334",0.06,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,19000,1,0.89,0.95,291
"335",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.97,1.03,3979
"336",0.05,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,2,10,11000,3,0.24,0.29,4749
"337",0.055,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",48,1,4,12,27000,0,1.545,1.6,247
"338",0.06,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,1.09,1.15,2482
"339",0.13,"N TEJON ST","N","5  Major Collector","1    Asphalt",36,4,2,12,990,3,0.12,0.25,3388
"340",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,2,12,4200,3,0.79,0.88,3418
"341",0.12,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",40,4,2,10,9900,3,1.39,1.51,2984
"342",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,6,10,34000,0,2.2,2.24,2722
"343",0.03,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,22000,3,0.21,0.24,2884
"344",0.02,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",20,4,8,10,20000,4,1.19,1.21,56
"345",0.03,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,3,12,7800,0,2.15,2.18,934
"346",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,4.29,4.35,3153
"347",0.08,"W 23RD AVE","W","5  Major Collector","1    Asphalt",50,4,2,10,6200,3,0.92,1,4425
"348",0.05,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4700,3,0.73,0.78,4590
"349",0.04,"E UNION AVE","E","5  Major Collector","1    Asphalt",20,4,2,10,7800,3,0,0.04,5854
"350",0.07,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",26,2.5,2,12,11000,2,0.43,0.5,6238
"351",0.01,"AURARIA PKWY","N","3  Principal Arterial - Other","1    Asphalt",20,4,2,10,34000,0,0.69,0.7,2966
"352",0.02,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,1,2,10,4100,3,2.06,2.08,3552
"353",0.019,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,18000,1,1.301,1.32,2152
"354",0.03,"E 75TH AVE","E","5  Major Collector","1    Asphalt",20,4,2,12,8700,2,2.61,2.64,5123
"355",0.07,"S DAYTON ST","S","5  Major Collector","1    Asphalt",26,2.5,2,13,8500,3,0.79,0.86,4257
"356",0.03,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,5700,0,1.5,1.53,2432
"357",0.06,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",72,4,6,12,20000,3,0.74,0.8,127
"358",0.13,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,2.5,2,12,1100,3,0.92,1.05,4356
"359",0.001,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,26000,1,3.699,3.7,717
"360",0.06,"N HOLLY ST","N","5  Major Collector","1    Asphalt",40,4,2,10,4300,3,3.53,3.59,4156
"361",0.06,"E 35TH AVE","E","5  Major Collector","1    Asphalt",26,4,2,10,4700,3,1.97,2.03,5953
"362",0.02,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,1,4,11,7800,0,2.36,2.38,2496
"363",0.02,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",20,4,2,10,3700,3,0.49,0.51,4277
"364",0.06,"E 47TH AVE","E","5  Major Collector","1    Asphalt",34,4,2,12,6700,3,0,0.06,5630
"365",0.14,"ARKINS CT","E","5  Major Collector","1    Asphalt",36,4,2,10,4900,3,0,0.14,5253
"366",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",30,4,2,10,4600,3,0.25,0.31,5738
"367",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.51,0.57,1452
"368",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4700,3,0.55,0.61,3997
"369",0.09,"WALNUT ST","NE","5  Major Collector","1    Asphalt",32,4,2,12,6400,3,0.99,1.08,4387
"370",0.08,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,26000,2,0.32,0.4,676
"371",0.05,"E 1ST AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,11,6700,3,0.255,0.305,1993
"372",0.04,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,2,11,8000,3,0.73,0.77,4707
"373",0.06,"E 35TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,2100,3,0.2,0.26,5795
"374",0.04,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,19000,1,0.99,1.03,148
"375",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,11000,1,0.66,0.74,4246
"376",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,36000,1,1.1,1.12,121
"377",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,32000,1,0.69,0.7,169
"378",0.02,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,23000,1,3.365,3.385,598
"379",0.09,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",44,1,4,11,5000,3,0.3,0.39,1491
"380",0.09,"CALIFORNIA ST","NE","5  Major Collector","1    Asphalt",36,4,2,11,3200,3,0.63,0.72,4204
"381",0.08,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,2.87,2.95,2815
"382",0.04,"S LOWELL BLVD","S","4  Minor Arterial","1    Asphalt",46,1,2,10,9400,3,0,0.04,2578
"383",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",48,4,2,10,11000,3,1.618,1.668,1580
"384",0.06,"E BAYAUD AVE","E","5  Major Collector","1    Asphalt",44,4,2,10,4700,3,0.32,0.38,5543
"385",0.02,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,2,11,8000,3,0.77,0.79,3869
"386",0.03,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,8700,1,1.15,1.18,1115
"387",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,1500,3,0.83,0.89,3616
"388",0.05,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",60,4,2,10,3500,3,0.23,0.28,3551
"389",0.12,"S STEELE ST","S","5  Major Collector","1    Asphalt",30,4,2,10,5000,3,0.72,0.84,4147
"390",0.06,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,10,18000,0,2.14,2.2,2167
"391",0.12,"S DOWNING ST","S","4  Minor Arterial","1    Asphalt",36,4,2,10,16000,3,2.72,2.84,2513
"392",0.04,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,1,3,11,7800,0,2.32,2.36,1783
"393",0.01,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",44,1,4,10,26000,1,0.19,0.2,436
"394",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.625,2.645,2137
"395",0.05,"N CROWN BLVD","NE","5  Major Collector","1    Asphalt",36,4,2,10,2000,3,1.995,2.045,6037
"396",0.01,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,6,11,43000,1,0.59,0.6,533
"397",0.06,"W 52ND AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,3500,3,0.96,1.02,6003
"398",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,8500,3,0.66,0.72,4092
"399",0.12,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",40,4,2,10,9900,3,1.76,1.88,1381
"400",0.24,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,4,2,10,5800,3,0.1,0.34,2752
"401",0.03,"S QUEBEC WAY","S","5  Major Collector","1    Asphalt",24,1,2,10,4700,3,0.265,0.295,5592
"402",0.1,"N WASHINGTON ST","N","3  Principal Arterial - Other","1    Asphalt",40,1,2,10,22000,0,0.7,0.8,846
"403",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,3900,3,1.67,1.73,5191
"404",0.06,"W 50TH AVE","W","5  Major Collector","1    Asphalt",30,4,2,10,7100,1,0.18,0.24,5504
"405",0.11,"N KALAMATH ST","N","4  Minor Arterial","3    Concrete",52,4,3,10,20000,3,0.35,0.46,6443
"406",0.06,"E MARTIN LUTHER KING JR BLVD","E","4  Minor Arterial","3    Concrete",68,2.5,6,12,22000,1,1.17,1.23,6494
"407",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,1.095,1.155,3486
"408",0.01,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,4400,3,1.93,1.94,3565
"409",0.03,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",48,2.5,4,10,10000,1,0.79,0.82,570
"410",0.07,"E 1ST AVE","E","5  Major Collector","1    Asphalt",62,4,4,10,11000,0,1.29,1.36,5391
"411",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.08,3.14,1926
"412",0.06,"E 24TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,13,140,0,0.1,0.16,5666
"413",0.12,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,2,10,21000,3,0.86,0.98,1813
"414",0.03,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.76,1.79,2833
"415",0.11,"N STEELE ST","N","5  Major Collector","1    Asphalt",32,1,2,10,1200,3,0.15,0.26,5694
"416",0.06,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",88,4,2,10,19000,3,0,0.06,6366
"417",0.07,"N SPEER BLVD","NW","4  Minor Arterial","1    Asphalt",40,4,2,10,15000,1,0.81,0.88,6270
"418",0.08,"E 51ST AVE","E","5  Major Collector","1    Asphalt",38,4,2,10,8700,3,0.58,0.66,5288
"419",0.01,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,20000,1,0,0.01,1858
"420",0.05,"E 75TH AVE","E","5  Major Collector","1    Asphalt",30,2.5,2,12,8700,2,3.14,3.19,5161
"421",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,2,10,5300,3,0.12,0.18,4729
"422",0.09,"E MARTIN LUTHER KING BLVD","E","3  Principal Arterial - Other","1    Asphalt",34,2.5,2,10,8100,3,0.7,0.79,281
"423",0.01,"W 44TH AVE","W","5  Major Collector","1    Asphalt",20,4,2,12,4100,3,0.2,0.21,4063
"424",0.04,"E CHERRY CREEK SOUTH DR","E","4  Minor Arterial","1    Asphalt",28,4,2,10,21000,3,0.34,0.38,6408
"425",0.06,"N KALAMATH ST","N","3  Principal Arterial - Other","1    Asphalt",52,4,6,10,39000,1,1.01,1.07,724
"426",0.01,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,11,14000,1,0.71,0.72,2053
"427",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,4800,3,0,0.06,1354
"428",0.05,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,27000,1,2.8,2.85,492
"429",0.13,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",28,4,2,10,14000,2,1.93,2.06,3255
"430",0.17,"E CHERRY CREEK SOUTH DR","E","4  Minor Arterial","1    Asphalt",20,4,2,10,14000,3,0,0.17,6297
"431",0.07,"E 75TH AVE","E","5  Major Collector","1    Asphalt",30,2.5,2,12,8700,2,2.54,2.61,5199
"432",0.06,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.335,1.395,1949
"433",0.036,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",58,4,2,10,24000,2,1.1,1.136,514
"434",0.04,"E 38TH AVE","E","5  Major Collector","1    Asphalt",40,4,2,11,2200,3,1.3,1.34,6017
"435",0.06,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,12000,3,1.22,1.28,2117
"436",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,12,7100,3,1.15,1.21,4666
"437",0.08,"MORRISON RD","SW","4  Minor Arterial","1    Asphalt",48,4,2,10,13000,3,0.25,0.33,1253
"438",0.06,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,13000,3,1.8,1.86,2016
"439",0.03,"E BAYAUD AVE","E","5  Major Collector","1    Asphalt",44,4,2,10,4700,3,0.44,0.47,5416
"440",0.09,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,2.69,2.78,2189
"441",0.04,"20TH ST","NW","4  Minor Arterial","1    Asphalt",52,1,4,9,25000,3,0.6,0.64,2841
"442",0.05,"E OHIO AVE","E","3  Principal Arterial - Other","1    Asphalt",24,4,2,10,8600,2,0.02,0.07,132
