"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","IRI","THRULNQTY","THRULNWD","AADT","AADTDERIV","COUNTSTATI","BUILTYR","RUNLENGTH_","RUNLENGTH1"
"23987",0.08,"N MEADE ST","N","5  Major Collector","1    Asphalt",28,4,0,2,10,2900,3,202102,1995,0.08,0.16
"23988",0.11,"DELGANY ST","NE","5  Major Collector","1    Asphalt",26,1,0,2,13,4900,3,202154,1995,0,0.11
"23990",0.07,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,1,0,2,10,7300,3,201903,1995,1.98,2.05
"24003",0.07,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4100,3,202120,1995,1.62,1.69
"24009",0.11,"N STEELE ST","N","5  Major Collector","1    Asphalt",30,1,0,2,10,1200,3,201144,1995,0.04,0.15
"24012",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,8400,3,201966,1995,0.25,0.31
"24016",0.1,"W 35TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,12,630,3,106009,1995,0.83,0.93
"24024",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,3400,3,202127,1995,1,1.05
"24029",0.03,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",28,4,0,2,10,6300,3,201991,1995,1.1,1.13
"24031",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",50,4,0,2,10,5600,3,201950,1995,2.55,2.61
"24032",0.06,"S DAYTON ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,8500,3,203236,1995,0,0.06
"24035",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",44,4,0,2,12,2900,3,202160,1995,1.365,1.455
"24038",0.02,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,4000,3,201989,1995,1.92,1.94
"24039",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,11,2300,3,201920,1995,0.87,0.93
"24042",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,11,6000,3,202113,1995,0.96,1.02
"24044",0.03,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,0.18,0.21
"24046",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,11,6200,3,201962,1995,0.69,0.75
"24049",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",40,4,0,2,11,7000,1,202179,1995,0.39,0.47
"24052",0.1,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,335,2,12,8900,2,900525,1995,2.63,2.73
"24054",0.12,"N DECATUR ST","N","5  Major Collector","1    Asphalt",36,4,0,2,12,4900,3,202092,1995,0.49,0.61
"24055",0.03,"W COLFAX AVE","W","5  Major Collector","1    Asphalt",30,2.5,0,2,12,3200,3,201927,1995,0.11,0.14
"24056",0.04,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,7300,3,201903,1995,2.31,2.35
"24063",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,1.28,1.34
"24069",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,1,0,2,10,4100,3,202120,1995,2.14,2.2
"24076",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,5900,3,201976,1995,0.525,0.585
"24077",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,6500,3,201951,1995,0.7,0.78
"24080",0.12,"N CANOSA CT","N","5  Major Collector","1    Asphalt",48,4,0,3,10,8000,1,202174,1995,0.12,0.24
"24083",0.04,"N TEJON ST","NW","5  Major Collector","1    Asphalt",40,1,0,2,10,5300,3,901390,1995,0.24,0.28
"24084",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,0.99,1.05
"24086",0.04,"W 44TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,7800,3,201953,1995,0.56,0.6
"24088",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",48,4,0,2,10,3700,3,202112,1995,0.71,0.77
"24091",0.07,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,1.51,1.58
"24094",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,12,7100,3,201965,1995,1.27,1.33
"24096",0.13,"N BRYANT ST","N","5  Major Collector","1    Asphalt",22,4,0,2,14,650,3,201915,1995,0,0.13
"24099",0.09,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",36,4,0,2,12,4000,3,202069,1995,0.36,0.45
"24102",0.04,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,0,2,11,11000,1,201888,1995,0.33,0.37
"24111",0.04,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,11,8000,3,202145,1995,0.73,0.77
"24115",0.25,"N HOLLY ST","N","5  Major Collector","1    Asphalt",38,4,0,2,10,7100,3,202134,1995,2.84,3.09
"24118",0.04,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,1,0,2,10,19000,0,202007,1995,1.49,1.53
"24120",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4700,3,201978,1995,0.67,0.73
"24121",0.04,"S GLENCOE ST","S","5  Major Collector","1    Asphalt",36,4,195,2,12,510,2,900533,1995,0.22,0.26
"24123",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,3400,3,202127,1995,1.32,1.37
"24126",0.18,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,2.5,0,2,11,3300,3,201388,1995,0.78,0.96
"24129",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,1500,3,201914,1995,1.01,1.07
"24131",0.11,"N KNOX CT","N","5  Major Collector","1    Asphalt",48,1,0,3,10,13000,3,202054,1995,0.11,0.22
"24134",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,0,2,11,12000,1,201925,1995,0.43,0.49
"24137",0.06,"W 2ND AVE","W","5  Major Collector","1    Asphalt",40,2.5,0,2,10,4200,3,201959,1995,0,0.06
"24140",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,5400,3,202099,1995,0.61,0.67
"24143",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,0.85,0.91
"24145",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,2.5,0,2,11,6200,3,201962,1995,1.32,1.38
"24147",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,0,2,10,11000,3,201889,1995,0,0.08
"24153",0.06,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,4,0,2,10,1100,3,202035,1995,0.26,0.32
"24156",0.05,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0,0.05
"24159",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,11,2300,3,201920,1995,1.11,1.17
"24160",0.09,"GLENARM PL","NE","5  Major Collector","1    Asphalt",48,4,0,3,10,5300,3,202139,1995,0.09,0.18
"24163",0.08,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,12000,3,202110,1995,1.715,1.795
"24165",0.01,"N PERRY ST","N","5  Major Collector","1    Asphalt",36,4,0,2,10,5600,3,203725,1995,0.2,0.21
"24170",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,0,2,10,5300,3,901390,1995,0.12,0.18
"24173",0.07,"W 13TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,3,10,7900,1,201970,1995,0.76,0.83
"24175",0.09,"N WILLIAMS ST","N","5  Major Collector","1    Asphalt",48,4,0,2,10,920,3,201912,1995,1.55,1.64
"24186",0.07,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202119,1995,2.87,2.94
"24191",0.08,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,6100,3,201992,1995,0.32,0.4
"24192",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,11,6500,3,201951,1995,0.86,0.92
"24195",0.02,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",44,4,0,2,12,2600,3,202159,1995,1.07,1.09
"24198",0.06,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,4000,3,201989,1995,0.78,0.84
"24199",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.67,1.73
"24201",0.06,"W 3RD AVE","W","5  Major Collector","1    Asphalt",32,2.5,0,2,10,4800,3,201954,1995,0.35,0.41
"24203",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,11,6000,3,202113,1995,0.84,0.9
"24205",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,2800,3,201909,1995,0.53,0.59
"24207",0.07,"W 1ST AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,4500,3,201963,1995,0.18,0.25
"24210",0.03,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,11,7000,1,202179,1995,0.25,0.28
"24213",0.06,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",36,4,0,2,12,4000,3,202069,1995,0.66,0.72
"24215",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,0,2,12,4200,3,901761,1995,1.15,1.24
"24216",0.12,"S STEELE ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,5000,3,202399,1995,1.08,1.2
"24218",0.04,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,0,2,11,11000,1,201888,1995,0.37,0.41
"24229",0.05,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,0,2,10,11000,3,202173,1995,0.24,0.29
"24231",0.06,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,4,0,2,10,8400,3,203531,1995,0.18,0.24
"24235",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4100,3,202120,1995,1.85,1.91
"24240",0.11,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,0.925,1.035
"24241",0.11,"S HOLLY ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,13000,3,202061,1995,0.11,0.22
"24244",0.06,"S ZUNI ST","S","5  Major Collector","1    Asphalt",44,4,0,2,12,3300,3,201388,1995,2.212,2.272
"24247",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,1500,3,201914,1995,1.13,1.19
"24249",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",48,4,0,2,10,3700,3,202112,1995,1.07,1.13
"24253",0.05,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,12,12000,1,201925,1995,0.95,1
"24256",0.07,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,12000,3,201968,1995,0.79,0.86
"24258",0.04,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",36,4,238,2,12,510,2,900533,1995,1.58,1.62
"24261",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,0.97,1.03
"24263",0.12,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,4100,3,201906,1995,1.85,1.97
"24269",0.06,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,0,2,10,2800,3,202045,1995,2.47,2.53
"24272",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,11,8000,3,202145,1995,0.79,0.85
"24275",0.07,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,225,2,12,1300,2,106008,1995,0.4,0.47
"24276",0.17,"N HOLLY ST","N","5  Major Collector","1    Asphalt",32,2.5,0,2,10,13000,3,202061,1995,0.66,0.83
"24279",0.05,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,1.25,1.3
"24282",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3000,3,202064,1995,0.13,0.25
"24284",0.04,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,10,2700,3,202129,1995,0.505,0.545
"24287",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,2.5,293,2,10,1500,2,105749,1995,1.74,1.8
"24290",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,8400,3,201966,1995,0.31,0.37
"24292",0.06,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,11,4000,3,202130,1995,1.37,1.43
"24293",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,0,2,11,5600,3,201922,1995,0.8,0.89
"24295",0.08,"W 11TH AVE","W","5  Major Collector","1    Asphalt",48,4,0,3,10,9200,3,201975,1995,0.08,0.16
"24300",0.04,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,1.365,1.405
"24304",0.07,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",76,4,0,4,11,8800,1,202178,1995,0.96,1.03
"24307",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,4800,3,201990,1995,1.21,1.29
"24310",0.05,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,1500,3,201914,1995,0.72,0.77
"24312",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",48,4,0,2,10,3700,3,202112,1995,1.01,1.07
"24316",0.05,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,0,2,11,12000,1,201925,1995,0.26,0.31
"24319",0.05,"W 2ND AVE","W","5  Major Collector","1    Asphalt",40,2.5,0,2,10,4200,3,201959,1995,0.11,0.16
"24321",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,15,11000,3,202389,1995,0.09,0.17
"24324",0.12,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,1.59,1.71
"24326",0.11,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,0,2,11,2800,3,201886,1995,1.96,2.07
"24332",0.05,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,0.37,0.42
"24335",0.06,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,0,4,12,5800,3,202135,1995,0.06,0.12
"24339",0.08,"N HOLLY ST","N","5  Major Collector","1    Asphalt",32,2.5,0,2,10,13000,3,202061,1995,0.83,0.91
"24342",0.09,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,1,0,2,10,19000,0,202007,1995,1.62,1.71
"24344",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,4700,3,201978,1995,0.13,0.19
"24345",0.13,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3000,3,202064,1995,0,0.13
"24347",0.02,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,10,2700,3,202129,1995,0.585,0.605
"24350",0.09,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3300,3,201388,1995,0.48,0.57
"24353",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,8400,3,201966,1995,1.15,1.21
"24355",0.12,"N KNOX CT","N","5  Major Collector","1    Asphalt",30,4,0,2,10,2100,3,203723,1995,0.13,0.25
"24359",0.09,"TREMONT PL","NE","5  Major Collector","1    Asphalt",48,4,0,3,10,7000,3,201986,1995,0.03,0.12
"24364",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,5400,3,202099,1995,0.49,0.55
"24367",0.05,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,4900,3,202070,1995,0.74,0.79
"24373",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,11,6200,3,201962,1995,0.81,0.87
"24377",0.06,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",71,4,0,2,10,3400,3,203731,2001,2.04,2.1
"24378",0.05,"W 48TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,4500,3,201949,1995,1.22,1.27
"24379",0.12,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,0,2,10,2800,3,202045,1995,1.42,1.54
"24382",0.05,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0.72,0.77
"24385",0.03,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,225,2,12,1300,2,106008,1995,0.47,0.5
"24386",0.09,"GLENARM PL","NE","5  Major Collector","1    Asphalt",48,4,0,3,10,5300,3,202139,1995,0.27,0.36
"24389",0.07,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,1.11,1.18
"24392",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",36,4,0,3,11,7600,1,202180,1995,0.28,0.36
"24399",0.07,"W 6TH AVE","W","5  Major Collector","1    Asphalt",60,1,0,4,10,5700,3,203014,1995,0.27,0.34
"24401",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,0,3,11,5300,3,201923,1995,0.34,0.43
"24407",0.06,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",52,1,0,2,10,8000,3,202101,1995,0.76,0.82
"24413",0.14,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,11,3400,3,202127,1995,0.81,0.95
"24418",0.05,"S PERRY ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3400,3,202026,1995,0.37,0.42
"24419",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,5600,3,201950,1995,1.43,1.51
"24422",0.12,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",40,4,0,2,12,2600,3,202159,1995,1.38,1.5
"24426",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.62,1.67
"24428",0.02,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,1.505,1.525
"24430",0.08,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,0.24,0.32
"24432",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,2800,3,201909,1995,0.29,0.35
"24435",0.02,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,11,6200,3,201962,1995,0.19,0.21
"24437",0.07,"N BRYANT ST","N","5  Major Collector","1    Asphalt",40,1,0,4,11,8800,3,202182,1995,0.36,0.43
"24440",0.09,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",36,4,0,2,12,4000,3,202069,1995,0.21,0.3
"24442",0.14,"N DENARGO ST","N","5  Major Collector","1    Asphalt",40,1,0,2,12,4900,3,202154,1995,0.14,0.28
"24444",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",28,2.5,0,2,11,4400,3,201887,1995,1.06,1.14
"24450",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,0.79,0.85
"24453",0.06,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,4,0,2,10,8400,3,203531,1995,0.3,0.36
"24457",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,1,0,2,10,4100,3,202120,1995,2.08,2.14
"24463",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,5900,3,201976,1995,0.645,0.705
"24464",0.11,"S GLENCOE ST","S","5  Major Collector","1    Asphalt",36,4,207,2,12,510,2,900533,1995,0.27,0.38
"24465",0.12,"W 46TH AVE","W","5  Major Collector","1    Asphalt",28,1,0,2,10,6500,3,201951,1995,0.01,0.13
"24468",0.09,"CALIFORNIA ST","NE","5  Major Collector","1    Asphalt",48,4,0,3,11,4200,3,202177,1995,0.27,0.36
"24471",0.05,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3000,3,202006,1995,1.38,1.43
"24472",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,13000,2,900547,1995,0.93,0.99
"24474",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,1500,3,201914,1995,0.77,0.83
"24476",0.09,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,0,2,10,6700,3,201894,1995,0.24,0.33
"24477",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,2.5,0,2,10,3700,3,202112,1995,0,0.06
"24481",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,12,12000,1,201924,1995,1.88,1.94
"24485",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,0,2,10,1800,3,201956,1995,0.44,0.52
"24487",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,5400,3,202099,1995,1.33,1.39
"24490",0.12,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,4900,3,202070,1995,0.62,0.74
"24493",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,201906,1995,2.69,2.75
"24500",0.084,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",30,1,0,2,10,2800,3,202045,1995,0,0.084
"24503",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,11,8000,3,202145,1995,0,0.06
"24506",0.11,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,15,3200,3,201919,1995,1.63,1.74
"24507",0.285,"N GLOBEVILLE RD","NE","5  Major Collector","1    Asphalt",36,1,0,2,12,1900,3,202138,1995,0.56,0.845
"24510",0.04,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,12000,3,202110,1995,1.675,1.715
"24513",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,1900,3,202065,1995,0.24,0.36
"24516",0.13,"N PERRY ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,6400,3,202082,1995,0.38,0.51
"24519",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,8400,3,201966,1995,0.07,0.13
"24523",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,630,3,106009,1995,0.42,0.48
"24528",0.07,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,9500,2,106007,1995,1.12,1.19
"24533",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,3400,3,202127,1995,0.55,0.6
"24534",0.18,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,4100,3,201906,1995,1.47,1.65
"24539",0.06,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",71,4,0,2,10,3400,3,203731,2001,1.98,2.04
"24540",0.04,"W 48TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,4500,3,201949,1995,1.02,1.06
"24541",0.06,"S LIPAN ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4700,3,202051,1995,0.78,0.84
"24544",0.05,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0.33,0.38
"24547",0.03,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,4000,3,201989,1995,1.17,1.2
"24548",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.37,1.42
"24549",0.01,"N GLOBEVILLE RD","E","5  Major Collector","1    Asphalt",28,1,0,2,12,1900,3,202138,1995,0,0.01
"24552",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",44,4,0,2,11,6000,3,202113,1995,0.48,0.54
"24554",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,0.56,0.61
"24555",0.08,"W 23RD AVE","W","5  Major Collector","1    Asphalt",50,4,0,2,10,6200,3,201961,1995,0.6,0.68
"24558",0.06,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",40,4,0,2,11,7000,1,202179,1995,0.33,0.39
"24560",0.01,"S LIPAN ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4700,3,202051,1995,0.37,0.38
"24562",0.01,"N FOX ST","N","5  Major Collector","1    Asphalt",32,2.5,212,2,12,10000,3,106003,1995,0.25,0.26
"24565",0.07,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,7300,3,201903,1995,2.55,2.62
"24580",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4100,3,202120,1995,0.97,1.03
"24585",0.11,"S PERRY ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,4300,3,202027,1995,0.11,0.22
"24586",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,11,6500,3,201951,1995,1.1,1.16
"24593",0.01,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,0,2,10,6700,3,201894,1995,0.49,0.5
"24594",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",44,4,0,2,10,3900,3,201907,1995,0.12,0.18
"24599",0.1,"S PERRY ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3400,3,202026,1995,0.49,0.59
"24601",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",30,4,0,2,10,4500,3,201949,1995,1.69,1.75
"24602",0.12,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,4,0,2,10,1100,3,202035,1995,0.32,0.44
"24605",0.02,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",30,4,0,2,10,5600,3,202158,1995,2.26,2.28
"24608",0.01,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,4000,3,201989,1995,1.07,1.08
"24609",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.78,1.83
"24610",0.02,"GLENARM PL","NE","5  Major Collector","1    Asphalt",48,4,0,3,10,5300,3,202139,1995,0.57,0.59
"24613",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,11,6000,3,202113,1995,1.14,1.2
"24615",0.13,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,1.84,1.97
"24616",0.07,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,2.5,0,2,11,6200,3,201962,1995,1.19,1.26
"24619",0.03,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",36,4,0,3,11,7600,1,202180,1995,0.44,0.47
"24623",0.11,"N MARIPOSA ST","N","5  Major Collector","1    Asphalt",48,4,0,2,10,5300,3,202106,1995,0.89,1
"24626",0.01,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,7300,3,201903,1995,2.35,2.36
