"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"655",0.14,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,4,10,21000,4,2.64,2.78,3267
"656",0.12,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,2,10,13000,3,0.72,0.84,3270
"657",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,4,10,26000,3,0.22,0.3,3281
"658",0.05,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",66,4,2,10,9000,4,0.97,1.02,3282
"659",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",38,4,2,12,17000,4,2.06,2.14,3289
"660",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,4,10,23000,3,0.55,0.62,3296
"661",0.1,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,2,10,13000,3,0.47,0.57,3302
"662",0.12,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",54,4,2,10,13000,3,0,0.12,3305
"663",0.02,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,25000,3,0.96,0.98,3310
"664",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,8500,3,0.42,0.48,3315
"665",0.045,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,2.5,2,10,8400,3,0.81,0.855,3317
"666",0.19,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,4800,3,0.83,1.02,3325
"667",0.24,"W 13TH AVE","W","5  Major Collector","1    Asphalt",30,4,2,10,7900,1,1.61,1.85,3339
"668",0.04,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.54,0.58,3340
"669",0.02,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,2,10,15000,3,1.22,1.24,3344
"670",0.12,"S VALENTIA ST","S","5  Major Collector","1    Asphalt",36,4,4,10,7300,3,0.54,0.66,3345
"671",0.105,"N BROADWAY","N","5  Major Collector","1    Asphalt",38,4,2,11,4300,3,0.19,0.295,3353
"672",0.02,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,4400,3,1.91,1.93,3355
"673",0.07,"N HOLLY ST","N","5  Major Collector","1    Asphalt",28,4,2,10,7100,3,2.22,2.29,3358
"674",0.04,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,2,10,6400,3,0.36,0.4,3359
"675",0.07,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,2,10,6700,3,0.17,0.24,3362
"676",0.06,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,4,2,11,4000,3,1.62,1.68,3365
"677",0.05,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",71,4,2,10,3400,3,1.93,1.98,3370
"678",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,8500,3,0.6,0.66,3373
"679",0.04,"S PERRY ST","S","5  Major Collector","1    Asphalt",36,4,2,10,4300,3,0.33,0.37,3385
"680",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,11,6500,3,1.16,1.22,3386
"681",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",32,4,2,10,13000,2,0.87,0.93,3389
"682",0.02,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,3700,3,0.46,0.48,3391
"683",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,2,12,12000,1,2.74,2.8,3392
"684",0.149,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",36,4,2,12,6800,3,0.16,0.309,3398
"685",0.25,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,1200,3,0.97,1.22,3401
"686",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,2,11,5600,3,1.07,1.16,3409
"687",0.05,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,3,12,12000,1,1.05,1.1,3410
"688",0.07,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0.5,0.57,3422
"689",0.05,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,1500,3,0.36,0.41,3430
"690",0.08,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,2,11,12000,3,0.71,0.79,3433
"691",0.1,"N HOLLY ST","N","5  Major Collector","1    Asphalt",38,4,2,10,7100,3,3.21,3.31,3440
"692",0.1,"S STEELE ST","S","5  Major Collector","1    Asphalt",30,4,2,10,5000,3,0.84,0.94,3453
"693",0.02,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",36,4,3,11,7600,1,0.55,0.57,3463
"694",0.09,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,4800,3,0.74,0.83,3469
"695",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",50,4,2,10,5600,3,2.67,2.73,3470
"696",0.08,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",44,4,2,12,2600,3,1.18,1.26,3472
"697",0.05,"N CLAY ST","N","5  Major Collector","1    Asphalt",32,2.5,2,16,1300,3,0.65,0.7,3479
"698",0.07,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0.24,0.31,3483
"699",0.22,"E STAPLETON NORTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,9000,3,0.63,0.85,3485
"700",0.01,"S GLENCOE ST","S","5  Major Collector","1    Asphalt",36,4,2,12,510,2,0.26,0.27,3487
"701",0.05,"S SAINT PAUL ST","S","5  Major Collector","1    Asphalt",36,1,2,10,3800,3,0.13,0.18,3491
"702",0.01,"N KNOX CT","N","5  Major Collector","1    Asphalt",30,4,2,10,2100,3,0.38,0.39,3492
"703",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,3,10,5600,3,1.61,1.7,3493
"704",0.07,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,2,12,12000,1,1.61,1.68,3494
"705",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,12,1200,3,0.06,0.12,3496
"706",0.05,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,8500,3,0.05,0.1,3501
"707",0.13,"E STAPLETON NORTH DR","S","5  Major Collector","1    Asphalt",28,4,2,10,9000,3,0.38,0.51,3504
"708",0.04,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",38,4,2,10,4700,3,1.44,1.48,3511
"709",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,3400,3,1.1,1.15,3512
"710",0.06,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.81,0.87,3519
"711",0.11,"N HOLLY ST","N","5  Major Collector","1    Asphalt",36,4,2,10,13000,3,0,0.11,3527
"712",0.045,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,1.43,1.475,3528
"713",0.03,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,0.21,0.24,3539
"714",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,2,12,4200,3,0.97,1.06,3549
"715",0.06,"N ZUNI ST","N","5  Major Collector","1    Asphalt",40,1,3,10,8600,3,0.58,0.64,3550
"716",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,5600,3,1.51,1.59,3554
"717",0.07,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,3700,3,1.37,1.44,3559
"718",0.06,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0,0.06,3567
"719",0.12,"N HOLLY ST","N","5  Major Collector","1    Asphalt",40,4,2,10,4300,3,3.59,3.71,3568
"720",0.14,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,3,12,12000,1,1.1,1.24,3577
"721",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,2,15,3200,3,1.77,1.83,3585
"722",0.13,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,0.98,1.11,3589
"723",0.06,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,1,2,10,3400,3,0.31,0.37,3595
"724",0.13,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,2,10,4000,3,1.71,1.84,3599
"725",0.04,"W 44TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,7800,3,0.32,0.36,3601
"726",0.12,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.56,0.68,3602
"727",0.05,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,2,12,12000,1,1.99,2.04,3603
"728",0.03,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,1.405,1.435,3611
"729",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,2.5,2,10,3700,3,0.3,0.36,3617
"730",0.02,"N BRYANT ST","N","5  Major Collector","1    Asphalt",44,4,3,10,8800,3,0.48,0.5,3620
"731",0.04,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.48,0.52,3623
"732",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",32,4,2,11,8000,3,0.06,0.12,3624
"733",0.13,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,7300,3,2.36,2.49,3630
"734",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",32,4,2,10,5900,3,0.585,0.645,3633
"735",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,2,12,12000,1,2.04,2.1,3640
"736",0.01,"N BRYANT ST","N","5  Major Collector","1    Asphalt",44,4,2,10,8800,3,0.5,0.51,3642
"737",0.13,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,2.5,2,11,3300,3,1.32,1.45,3653
"738",0.11,"N PERRY ST","N","5  Major Collector","1    Asphalt",36,4,2,10,4300,3,0,0.11,3668
"739",0.02,"WATER ST","N","5  Major Collector","1    Asphalt",20,4,2,10,6600,3,0.32,0.34,3671
"740",0.08,"W 11TH AVE","W","5  Major Collector","1    Asphalt",40,2.5,3,10,9200,3,0.16,0.24,3672
"741",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",44,4,2,12,2900,3,1.185,1.275,3677
"742",0.04,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.44,0.48,3681
"743",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,2,11,6200,3,0,0.06,3683
"744",0.05,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",60,4,2,10,3500,3,0.18,0.23,3689
"745",0.1,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,2,10,15000,3,1.02,1.12,3693
"746",0.03,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",48,1,2,11,6400,1,0.59,0.62,3697
"747",0.08,"N UMATILLA ST","N","5  Major Collector","1    Asphalt",32,4,2,12,170,3,0,0.08,3699
"748",0.01,"N BRYANT ST","N","5  Major Collector","1    Asphalt",44,4,3,10,8800,3,0.46,0.47,3701
"749",0.09,"MORRISON RD","N","5  Major Collector","1    Asphalt",30,1,2,10,4900,3,0,0.09,3704
"750",0.12,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,12000,3,1.925,2.045,3708
"751",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4700,3,0.49,0.55,3709
"752",0.1,"N JOSEPHINE ST","N","5  Major Collector","1    Asphalt",34,4,2,10,6700,3,0.54,0.64,3711
"753",0.21,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3000,3,1.43,1.64,3712
"754",0.06,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,2,10,4000,3,0.36,0.42,3717
"755",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,0.51,0.56,3719
"756",0.24,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",24,1,2,10,15000,3,0,0.24,3734
"757",0.13,"N KNOX CT","N","5  Major Collector","1    Asphalt",30,4,2,10,2100,3,0.25,0.38,3739
"758",0.1,"TREMONT PL","NE","5  Major Collector","1    Asphalt",48,4,3,10,7000,3,0.12,0.22,3740
"759",0.05,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",40,4,2,12,4900,3,0.84,0.89,3742
"760",0.01,"W 48TH AVE","W","5  Major Collector","1    Asphalt",40,2.5,2,12,8900,2,0.11,0.12,3744
"761",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,2,10,5300,3,0.18,0.24,3753
"762",0.06,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,7300,3,2.8,2.86,3754
"763",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.51,2.57,3756
"764",0.03,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,1.585,1.615,3762
"765",0.05,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,4,12,5800,3,0.8,0.85,3770
"766",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.05,1.1,3777
"767",0.11,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,15000,3,1.46,1.57,3782
"768",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,0.49,0.55,3783
"769",0.1,"S XENIA ST","S","5  Major Collector","1    Asphalt",36,4,2,11,930,3,0.09,0.19,3784
"770",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.57,2.63,3798
"771",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,8500,3,0.48,0.54,3803
"772",0.02,"N GLOBEVILLE RD","E","5  Major Collector","1    Asphalt",28,1,2,12,1900,3,0.01,0.03,3806
"773",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",36,4,2,11,4500,3,0.47,0.53,3825
"774",0.26,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,1200,3,0.46,0.72,3832
"775",0.05,"N TEJON ST","N","5  Major Collector","1    Asphalt",32,4,2,10,4800,3,1.32,1.37,3841
"776",0.05,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,2,11,11000,1,0.28,0.33,3850
"777",0.38,"S VALENTIA ST","S","5  Major Collector","1    Asphalt",36,4,4,10,7300,3,0,0.38,3857
"778",0.14,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,2,15,3200,3,1.49,1.63,3870
"779",0.08,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,2,11,4000,3,0.65,0.73,3875
"780",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",32,4,2,10,8400,3,0.37,0.43,3877
"781",0.14,"W 48TH AVE","W","5  Major Collector","1    Asphalt",40,2.5,2,12,8900,2,0.2,0.34,3884
"782",0.09,"GLENARM PL","NE","5  Major Collector","1    Asphalt",48,4,3,10,5300,3,0,0.09,3889
"783",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",76,4,4,11,8800,1,0.73,0.81,3894
"784",0.06,"S DAYTON ST","S","5  Major Collector","1    Asphalt",26,2.5,2,13,8500,3,0.73,0.79,3895
"785",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,2,10,7900,3,0.91,0.97,3899
"786",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,6500,3,0.78,0.86,3902
"787",0.05,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,3,10,11000,3,0.19,0.24,3903
"788",0.03,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",44,1,2,11,6400,1,0,0.03,3905
"789",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",32,4,2,11,3700,3,1.44,1.5,3906
"790",0.06,"W 1ST AVE","W","5  Major Collector","1    Asphalt",36,4,2,11,4500,3,0.29,0.35,3908
"791",0.06,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,1200,3,0.72,0.78,3916
"792",0.08,"N IRVING ST","N","5  Major Collector","1    Asphalt",40,4,2,10,4900,3,0.09,0.17,3919
"793",0.03,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,2.5,2,12,12000,1,0.82,0.85,3923
"794",0.05,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,12000,3,2.155,2.205,3933
"795",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,0.86,0.98,3935
"796",0.02,"E UNION AVE","E","5  Major Collector","1    Asphalt",48,4,2,10,6200,3,0.36,0.38,3938
"797",0.09,"CALIFORNIA ST","NE","5  Major Collector","1    Asphalt",26,4,2,13,3500,3,1.17,1.26,3942
"798",0.11,"S ZUNI ST","S","5  Major Collector","1    Asphalt",44,1,2,11,3300,3,1.698,1.808,3943
"799",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,1800,3,0.28,0.36,3947
"800",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,5400,3,1.15,1.21,3948
"801",0.02,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3000,3,0.41,0.43,3959
"802",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,3,11,5300,3,0.25,0.34,3962
"803",0.13,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",28,4,2,10,6300,3,0.71,0.84,3965
"804",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",44,4,2,12,2900,3,1.095,1.185,3968
"805",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,1.06,1.11,3973
"806",0.08,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,2.5,2,11,6200,3,1.38,1.46,3974
"807",0.13,"W EVANS AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,13000,2,0.74,0.87,3985
"808",0.12,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,5300,3,0.72,0.84,3988
"809",0.05,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,2,10,15000,3,1.32,1.37,3998
"810",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,0.67,0.73,4006
"811",0.06,"S LIPAN ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4700,3,1.02,1.08,4013
"812",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,5600,3,2.25,2.31,4022
"813",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.2,1.26,4025
"814",0.17,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",44,4,2,11,6000,3,0.25,0.42,4027
"815",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,2800,3,0.17,0.23,4028
"816",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4100,3,1.69,1.75,4036
"817",0.03,"CALIFORNIA ST","NE","5  Major Collector","1    Asphalt",26,4,2,13,3500,3,1.35,1.38,4040
"818",0.07,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",48,1,3,10,6400,1,1.16,1.23,4042
"819",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,3,12,2900,3,0.735,0.825,4048
"820",0.02,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.38,0.4,4052
"821",0.03,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,1,2,10,4100,3,1.98,2.01,4060
"822",0.02,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,1.345,1.365,4061
"823",0.13,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,630,3,1.5,1.63,4070
"824",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,1.11,1.23,4074
"825",0.13,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3300,3,0.29,0.42,4081
"826",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,0.73,0.79,4087
"827",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.75,2.81,4088
"828",0.02,"W 48TH AVE","W","5  Major Collector","1    Asphalt",28,4,2,10,8900,2,0.12,0.14,4090
"829",0.12,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,4,2,10,1100,3,0.56,0.68,4091
"830",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",40,4,2,11,8700,3,0.73,0.81,4098
"831",0.16,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",60,4,4,10,11000,3,1.23,1.39,4104
"832",0.12,"E HAPPY CANYON RD","SE","5  Major Collector","1    Asphalt",48,4,2,10,8400,3,0,0.12,4118
"833",0.12,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",32,2.5,2,12,3000,3,0.63,0.75,4121
"834",0.06,"S ZUNI ST","S","5  Major Collector","1    Asphalt",44,1,2,11,3300,3,1.638,1.698,4124
"835",0.12,"W 2ND AVE","W","5  Major Collector","1    Asphalt",26,2.5,2,10,4200,3,0.57,0.69,4129
"836",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.45,2.51,4132
"837",0.13,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,2,11,8000,3,0.85,0.98,4134
"838",0.12,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,15000,3,0.02,0.14,4139
"839",0.05,"E MAXWELL PL","E","5  Major Collector","1    Asphalt",38,4,2,10,4700,3,1.01,1.06,4144
"840",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",32,4,2,11,8000,3,0.24,0.3,4154
"841",0.08,"N IRVING ST","N","5  Major Collector","1    Asphalt",50,1,2,10,4000,3,0.25,0.33,4167
"842",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",30,4,2,10,4500,3,1.63,1.69,4170
"843",0.06,"W EXPOSITION AVE","W","5  Major Collector","1    Asphalt",36,4,2,12,2300,3,0.44,0.5,4174
"844",0.06,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,1,2,10,7300,3,2.05,2.11,4180
"845",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,2800,3,0.23,0.29,4191
"846",0.04,"N DECATUR ST","N","5  Major Collector","1    Asphalt",36,4,2,10,4900,3,0.31,0.35,4195
"847",0.05,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,2,10,15000,3,0.82,0.87,4202
"848",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,6500,3,0.38,0.46,4203
"849",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,0.55,0.61,4213
"850",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,2.39,2.45,4214
"851",0.18,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,2,10,2800,3,1.74,1.92,4215
"852",0.01,"E UNION AVE","E","5  Major Collector","1    Asphalt",20,4,2,10,6200,3,0.41,0.42,4226
"853",0.1,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",28,4,2,10,6300,3,1.13,1.23,4230
"854",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,1.01,1.06,4237
"855",0.05,"N DENARGO ST","N","5  Major Collector","1    Asphalt",40,1,2,12,4900,3,0,0.05,4241
"856",0.04,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",40,1,2,10,4100,3,2.29,2.33,4244
"857",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,0.705,0.765,4247
"858",0.02,"S QUEBEC WAY","S","5  Major Collector","1    Asphalt",24,1,2,11,4700,3,0.15,0.17,4248
"859",0.05,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,1.22,1.27,4256
"860",0.06,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,2,12,2200,3,0.32,0.38,4262
"861",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,3900,3,0.36,0.42,4263
"862",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4100,3,0.49,0.55,4272
"863",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,3,12,4000,0,0.18,0.27,4275
"864",0.11,"N HOLLY ST","N","5  Major Collector","1    Asphalt",36,4,2,10,13000,3,0.22,0.33,4285
"865",0.02,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,0.845,0.865,4287
"866",0.06,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3300,3,0.23,0.29,4291
"867",0.03,"N KNOX CT","N","5  Major Collector","1    Asphalt",44,4,2,10,5700,3,0.59,0.62,4293
"868",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,5400,3,0.55,0.61,4296
"869",0.04,"N UVALDA ST","N","5  Major Collector","1    Asphalt",60,4,2,10,2700,3,0.74,0.78,4305
"870",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,2,10,3000,3,0.74,0.8,4307
"871",0.09,"WALNUT ST","NE","5  Major Collector","1    Asphalt",32,4,2,12,6400,3,1.08,1.17,4308
"872",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,3,11,5300,3,0.07,0.16,4309
"873",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,630,3,0.24,0.3,4310
"874",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",50,4,2,10,5600,3,2.37,2.43,4314
"875",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,12,7100,3,0.66,0.72,4321
"876",0.1,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,2,11,7000,1,0.57,0.67,4322
"877",0.13,"W HOWARD PL","W","5  Major Collector","1    Asphalt",30,4,3,10,5600,0,0.05,0.18,4332
"878",0.02,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,2,10,4100,3,1.2,1.22,4338
"879",0.09,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,2,10,3300,3,0.63,0.72,4347
"880",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",32,4,2,10,630,3,0,0.06,4351
"881",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,5400,3,0.91,0.97,4352
"882",0.09,"N YOSEMITE ST","N","5  Major Collector","1    Asphalt",20,4,2,10,8800,3,0.03,0.12,4354
"883",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,1800,3,0.22,0.28,4355
"884",0.07,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4700,3,0,0.07,4366
